Food Name,Calories,Carbs,Cholesterol,Fats,Fiber,Protein,Saturated Fat,Sodium,Sugar
keikitos,196.0,22.3,0.0,10.6,0.5,2.9,0.0,0.2,10.8
zwieback,30.0,5.2,0.6,0.7,0.2,0.7,0.2,0.05,0.9
chocolate coated donut,81.0,9.2,3.4,4.5,0.3,0.9,2.4,0.099,4.8
waffle toasted,103.0,16.3,5.0,3.2,0.8,2.4,0.5,0.2,1.7
cinnamon toaster pastry,206.0,34.1,0.0,7.1,0.5,2.6,1.8,0.2,0.0
wheat bran bread,89.0,17.2,0.0,1.2,1.4,3.2,0.3,0.2,3.5
white bread,77.0,14.3,0.0,1.0,0.8,2.6,0.2,0.1,1.6
oat bran bread,71.0,11.9,0.0,1.3,1.4,3.1,0.2,0.1,2.3
whole wheat bread natures own,50.0,0.0,0.0,1.0,0.0,0.0,11.0,0.0,0.0
high protein bread dr zaks,152.0,15.3,0.0,3.0,0.0,0.0,0.5,0.0,0.6
wheat bread,79.0,13.8,0.0,1.3,1.2,3.1,0.2,0.1,1.7
egg bread toasted,117.0,19.5,20.7,2.4,0.9,3.9,0.6,0.2,0.7
butter toastbrot ja,66.0,2.0,0.0,0.9,0.0,0.0,0.6,0.0,0.4
vienna bread toasted,93.0,18.0,0.0,0.6,0.9,3.8,0.1,0.2,1.0
vienna bread,92.0,18.1,0.0,0.6,0.8,3.8,0.2,0.2,0.8
protein bread,47.0,8.3,0.0,0.4,0.6,2.3,0.009,0.008,0.3
banana bread,186.0,31.1,24.5,6.0,0.6,2.5,1.3,0.2,0.0
rice bran bread,66.0,11.7,0.0,1.2,1.3,2.4,0.2,0.081,1.3
white fibre wonder bread,95.0,18.0,0.1,1.0,1.5,3.5,0.2,0.0,2.0
focaccia,142.0,20.4,0.0,4.5,1.0,5.0,0.5,0.3,1.0
oat bran bread toasted,70.0,11.8,0.0,1.3,1.3,3.1,0.2,0.1,2.3
rye bread,83.0,15.5,0.0,1.1,1.9,2.7,0.2,0.2,1.2
wheat germ bread,73.0,13.5,0.0,0.8,0.6,2.7,0.2,0.2,1.0
protein bread toasted,46.0,8.2,0.0,0.4,0.6,2.2,0.059,0.049,0.2
oatmeal bread,73.0,13.1,0.0,1.2,1.1,2.3,0.2,0.1,2.2
arepa,215.0,36.4,4.9,5.3,2.5,5.4,2.8,0.3,0.9
raisin bread toasted,86.0,16.5,0.0,1.4,1.4,2.5,0.3,0.1,1.8
cracked wheat bread,74.0,14.0,0.0,1.1,1.6,2.5,0.3,0.2,0.0
garlic bread,151.0,17.9,0.0,7.1,1.1,3.6,2.3,0.2,1.6
rye bread toasted,82.0,15.4,0.0,1.0,1.9,2.7,0.2,0.2,1.2
whole wheat bread,128.0,23.6,0.0,2.5,2.8,3.9,0.4,0.2,1.8
whole wheat bread toasted,128.0,23.7,0.0,2.5,2.8,3.9,0.4,0.2,1.8
pan dulce bread,231.0,35.5,18.9,7.3,1.4,5.9,1.4,0.1,7.9
rice bran bread toasted,66.0,11.8,0.0,1.3,1.3,2.4,0.2,0.026,1.3
pita bread whole wheat,74.0,15.4,0.0,0.7,2.1,2.7,0.1,0.1,0.2
wheat germ bread toasted,73.0,13.6,0.3,0.8,0.6,2.7,0.2,0.2,1.0
pumpernickel bread,65.0,12.4,0.0,0.8,1.7,2.3,0.1,0.2,0.1
frybread,502.0,73.4,10.6,18.6,0.0,10.2,7.0,0.5,3.1
white bread toasted,83.0,15.4,0.3,1.1,0.7,2.5,0.2,0.2,1.3
piki bread,109.0,20.2,0.0,2.0,2.6,2.5,0.2,0.028,0.4
wheat bread toasted,75.0,13.4,0.0,1.0,1.1,3.1,0.2,0.1,1.5
pita bread,165.0,33.4,0.0,0.7,1.3,5.5,0.091,0.3,0.8
potato bread,85.0,15.1,0.0,1.0,2.0,4.0,0.0,0.1,3.0
egg bread,115.0,19.1,20.4,2.4,0.9,3.8,0.6,0.2,0.7
oatmeal bread toasted,73.0,13.2,0.0,1.2,1.1,2.3,0.2,0.1,2.2
cheese bread,196.0,21.5,4.8,10.0,1.0,5.0,3.0,0.4,1.0
pumpernickel bread toasted,80.0,15.1,0.0,1.0,2.1,2.8,0.1,0.2,0.2
raisin bread,88.0,16.7,0.0,1.4,1.4,2.5,0.3,0.1,1.8
pumpernickel roll,77.0,14.8,0.0,0.8,1.5,3.0,0.1,0.1,0.1
cinnamon raisin bagel,71.0,14.4,0.0,0.4,0.6,2.5,0.054,0.047,1.6
english muffin,127.0,25.5,0.0,1.1,2.6,5.0,0.2,0.2,0.9
rye dinner roll,123.0,22.8,0.0,1.5,2.1,4.4,0.3,0.3,0.5
english muffin whole wheat,134.0,26.7,0.0,1.4,4.4,5.8,0.2,0.2,5.3
dinner roll whole wheat,74.0,14.3,0.0,1.3,2.1,2.4,0.2,0.1,2.4
dinner roll,76.0,12.9,0.0,1.8,1.1,2.4,0.4,0.1,0.5
hotdog roll,117.0,21.1,0.0,1.6,0.8,4.1,0.4,0.2,3.1
bagel,245.0,47.9,0.0,1.5,4.0,10.0,0.0,0.4,6.0
oat bran bagel,176.0,36.8,0.0,0.8,2.5,7.4,0.1,0.4,1.1
pain au chocolat de la boulangerie,235.0,0.0,0.0,12.0,0.0,0.0,27.6,0.0,0.0
egg bagel,72.0,13.8,6.2,0.5,0.6,2.8,0.1,0.1,0.0
english muffin toasted,140.0,27.4,0.0,1.1,1.5,5.4,0.3,0.2,1.8
english muffin whole wheat toasted,135.0,26.9,0.0,1.4,4.5,5.9,0.2,0.2,5.4
biscuit,357.0,45.0,3.0,16.5,1.5,7.1,4.4,0.6,2.2
french roll,105.0,19.1,0.0,1.6,1.2,3.3,0.4,0.2,0.1
oat bran dinner roll,78.0,13.3,0.0,1.5,1.4,3.1,0.2,0.1,2.2
pecan shortbread cookies,76.0,8.2,4.6,4.6,0.3,0.7,1.1,0.002,0.0
oatmeal cookies,113.0,17.2,0.0,4.5,0.7,1.6,1.1,0.1,6.2
chocolate wafers,485.0,81.1,2.2,15.9,3.8,7.4,4.7,0.8,33.2
vanilla wafers low fat,353.0,58.9,40.8,12.2,1.5,4.0,3.1,0.3,30.0
chocolate chip cookies mcdonalds,136.0,18.7,18.4,6.4,0.6,1.6,3.2,0.058,9.6
gingersnap cookies,29.0,5.4,0.0,0.7,0.2,0.4,0.2,0.012,1.4
biscotti abbracci mulino bianco,54.0,0.8,0.0,2.6,0.0,0.4,1.6,0.0,0.051
chocolate chip cookie,63.0,9.3,0.0,2.8,0.3,0.5,1.4,0.047,5.3
brownie,243.0,38.3,10.2,9.8,1.3,2.9,2.5,0.2,22.0
shortbread cookies,40.0,5.2,1.6,1.9,0.1,0.5,0.5,0.097,1.2
oatmeal cookies with raisins,65.0,10.3,5.0,2.4,0.0,1.0,0.5,0.022,0.0
peanut butter sandwich cookies,67.0,9.2,0.0,3.0,0.3,1.2,0.7,0.098,5.0
sugar cookies,72.0,10.2,7.7,3.2,0.1,0.8,0.8,0.007,5.7
chocolate covered graham crackers,68.0,9.3,0.0,3.2,0.4,0.8,1.8,0.067,5.8
raisin cookies,60.0,10.2,0.3,2.0,0.2,0.6,0.5,0.077,7.1
vanilla wafers,28.0,4.3,0.0,1.2,0.1,0.3,0.3,0.045,0.0
graham crackers,355.0,64.5,0.0,8.5,2.4,5.8,1.3,0.4,26.1
peanut butter cookies,95.0,11.8,6.2,4.8,0.0,1.8,0.9,0.1,0.0
vanilla sandwich cookie,72.0,10.8,0.0,3.0,0.2,0.7,0.4,0.044,5.9
sugar wafers with creme filling,51.0,7.1,0.0,2.3,0.2,0.4,1.2,0.06,4.3
cheese puffs,197.0,18.6,2.5,12.8,0.6,2.1,1.9,0.3,1.1
saltine crackers,13.0,2.2,0.0,0.3,0.022,0.3,0.097,0.067,0.063
trail mix,139.0,13.5,0.0,8.8,0.0,4.1,1.7,0.014,0.0
corn cones,144.0,17.8,0.0,7.6,0.3,1.6,6.4,0.3,0.0
chocolate pretzels,50.0,7.8,0.0,1.8,0.0,0.8,0.8,0.037,0.0
french toast sticks,73.0,8.9,0.0,3.8,0.3,1.3,0.9,0.001,2.1
crackers,82.0,9.8,0.0,4.2,0.4,1.1,0.9,0.1,1.3
sesame sticks,54.0,4.7,0.0,3.7,0.3,1.1,0.6,0.09,0.084
cheese crackers,34.0,4.2,0.2,1.6,0.2,0.8,0.4,0.065,0.3
oriental rice cracker mix,143.0,14.6,0.0,7.2,3.7,4.9,1.1,0.1,0.8
breadsticks,103.0,17.1,0.0,2.4,0.8,3.0,0.4,0.2,0.3
milk crackers,50.0,7.7,1.2,1.7,0.2,0.8,0.3,0.095,1.8
matzo crackers whole wheat,98.0,22.1,0.0,0.4,3.3,3.7,0.005,0.002,0.0
matzo crackers with egg,109.0,22.0,23.2,0.6,0.8,3.4,0.2,0.057,0.0
granola bites,23.0,3.3,0.0,0.9,0.3,0.4,0.5,0.067,1.5
crackers whole wheat,120.0,19.5,0.0,4.0,2.9,3.0,0.6,0.2,0.3
tropical trail mix,619.0,91.8,0.0,23.9,0.0,8.8,11.9,0.1,0.0
soft pretzels,389.0,79.8,3.5,3.6,2.0,9.4,0.8,0.9,0.3
corn tostada shell,58.0,7.9,0.0,2.9,0.7,0.8,0.9,0.084,0.0
matzo crackers,111.0,23.4,0.0,0.4,0.8,2.8,0.03,0.0,0.098
sesame crunch,9.0,0.9,0.0,0.6,0.1,0.2,0.096,0.027,0.6
trail mix with chocolate chips,707.0,65.6,5.8,46.6,0.0,20.7,8.9,0.2,0.0
cracker meal,440.0,93.0,0.0,2.0,3.0,10.7,0.3,0.078,0.4
puffed rice,153.0,34.1,0.0,0.2,0.6,2.4,0.037,0.053,0.0
filinchen gutena,19.0,0.5,0.0,0.2,0.0,0.4,0.056,0.0,0.028
melba toast crackers,117.0,23.0,0.0,1.0,1.9,3.6,0.1,0.2,0.3
matzo crackers with egg onion,109.0,21.6,12.6,1.1,1.4,2.8,0.3,0.052,0.0
cornnuts,126.0,20.3,0.0,4.4,2.0,2.4,0.7,0.2,0.2
bagel chips,789.0,116.1,0.0,26.5,7.2,21.6,12.0,0.4,10.5
pretzels,115.0,24.1,0.0,0.9,1.0,3.0,0.1,0.4,0.7
potato raw,164.0,37.2,0.0,0.2,4.7,4.3,0.028,0.072,1.7
gatto di patate home made,202.0,4.0,0.0,9.4,0.0,0.0,4.6,0.0,3.6
baked potato,161.0,36.6,0.0,0.2,3.8,4.3,0.074,0.097,2.0
potato sticks,188.0,19.2,0.0,12.4,1.2,2.4,3.2,0.2,0.006
potato cooked,52.0,12.1,0.0,0.006,1.2,1.1,0.003,0.035,0.5
vivaldi potatoes sainsburys,23.0,0.0,0.0,0.1,0.0,0.0,5.0,0.0,0.0
potato ham chowder soup,192.0,13.4,21.6,12.5,1.4,6.5,3.9,0.9,0.0
russet potato raw,292.0,66.7,0.0,0.3,4.8,7.9,0.06,0.068,2.3
russet potato baked,290.0,64.1,0.0,0.4,6.9,7.9,0.1,0.084,3.2
french fries,13.0,2.2,0.0,0.4,0.2,0.2,0.01,0.056,0.088
potato scalloped,216.0,26.4,29.4,9.0,4.7,7.0,5.5,0.8,0.0
cottage fries,11.0,1.9,0.0,0.4,0.2,0.2,0.084,0.058,0.019
mashed potatoes,215.0,35.5,0.0,6.8,3.1,4.0,1.4,0.7,1.2
mashed potato with milk and butter,237.0,35.3,23.1,8.9,3.2,3.9,5.5,0.7,3.0
red potato raw,149.0,33.9,0.0,0.3,3.6,4.0,0.074,0.02,2.7
potato pancake,59.0,6.1,20.9,3.2,0.7,1.3,0.5,0.2,0.4
potato puffs,243.0,35.5,0.0,11.0,3.2,2.6,2.3,0.6,0.3
red potato baked,74.0,16.7,0.0,0.1,1.5,2.0,0.008,0.037,1.2
potatoes canned,132.0,29.7,0.0,0.3,4.2,3.6,0.098,0.7,0.0
potato skin raw,22.0,4.7,0.0,0.099,1.0,1.0,0.093,0.053,0.0
shoestring french fries,4.0,0.7,0.0,0.1,0.099,0.099,0.059,0.055,0.062
hash brown potato,144.0,15.3,0.0,9.0,1.4,1.4,1.3,0.3,0.3
baked chips lays,130.0,0.0,0.0,2.0,0.0,0.0,26.0,0.0,0.0
corn chips,162.0,17.2,0.0,10.0,1.2,1.9,1.3,0.2,0.031
nacho cheese tortilla chips low fat,90.0,18.5,0.6,1.0,1.8,2.4,0.3,0.2,0.8
corn chips barbecue,1036.0,111.3,0.0,64.7,10.3,13.9,8.8,1.5,0.0
corn chips unsalted,490.0,50.5,0.0,29.4,3.9,5.8,3.8,0.024,1.2
potato chips fat free,860.0,190.1,0.0,1.4,17.0,21.9,0.3,1.5,8.4
sweet chilli kettle baked chips,99.0,2.1,0.0,2.2,0.0,2.0,0.3,0.0,0.4
taro chips,11.0,1.6,0.0,0.6,0.2,0.049,0.1,0.022,0.04
potato chips reduced fat,801.0,113.7,0.0,35.4,10.0,12.1,7.1,0.8,0.4
onion snacks,150.0,19.5,0.0,6.8,1.2,2.3,1.3,0.3,1.4
potato chips cheese,843.0,98.1,6.8,46.2,8.8,14.5,14.6,0.8,0.0
yuca cassava chips,9.0,1.2,0.0,0.4,0.002,0.054,0.1,0.041,0.006
tortilla chips low fat,117.0,22.6,0.0,1.6,1.5,3.1,0.2,0.1,0.2
ranch flavor tortilla chips,992.0,124.2,0.0,48.8,7.9,14.2,7.0,1.0,6.0
potato chips,161.0,15.9,0.0,10.4,1.4,2.1,3.3,0.021,0.007
tortilla chips,142.0,20.3,0.0,6.2,1.6,2.1,0.8,0.077,0.2
sweet potato chips,149.0,15.9,0.0,9.1,2.5,0.8,0.8,0.05,2.5
nacho cheese tortilla chips,156.0,18.2,0.0,8.2,1.5,2.2,1.2,0.2,0.8
vegetable chips,134.0,17.1,0.0,6.6,1.3,1.5,0.5,0.3,1.1
taco flavor tortilla chips,1090.0,143.2,11.4,54.9,12.0,17.9,10.5,1.8,0.0
potato chips barbecue,970.0,104.5,0.0,64.2,8.7,15.2,15.9,1.3,14.0
pita chips,137.0,20.5,0.0,4.6,1.1,3.5,0.4,0.3,1.4
potato chips sour cream and onion,1051.0,102.0,13.9,67.1,10.3,16.0,17.6,1.1,0.0
adobo fresco,780.0,53.6,0.0,60.2,3.7,5.8,8.4,49.4,5.8
chili pepper sauce red,3.0,0.6,0.0,0.089,0.1,0.1,0.073,0.003,0.4
creamy ranch sauce mcdonalds,132.0,1.0,5.9,14.7,0.0,0.3,2.2,0.2,1.0
catsup,19.0,4.5,0.0,0.066,0.053,0.2,0.026,0.2,3.7
chili pepper sauce green,3.0,0.8,0.0,0.032,0.3,0.1,0.048,0.03,0.4
red wine vinegar,3.0,0.011,0.0,0.0,0.0,0.055,0.0,0.092,0.0
fish sauce,6.0,0.7,0.0,0.013,0.0,0.9,0.08,1.4,0.7
coleslaw dressing reduced fat,56.0,6.8,4.3,3.4,0.045,0.0,0.5,0.3,6.6
sour dressing,21.0,0.6,0.6,2.0,0.0,0.4,1.6,0.094,0.6
guava sauce cooked,86.0,22.6,0.0,0.3,8.6,0.8,0.014,0.017,14.0
pizza sauce,136.0,21.8,0.0,2.9,5.0,5.5,1.2,0.9,9.5
sweetn sour sauce mcdonalds,48.0,11.0,0.0,0.3,0.0,0.2,0.075,0.2,10.0
nance syrup,4.0,0.8,0.0,0.002,0.3,0.028,0.0,0.035,0.6
french dressing reduced fat,37.0,4.7,0.0,2.2,0.2,0.072,0.2,0.072,4.6
peppercorn dressing,76.0,0.5,6.6,8.2,0.0,0.2,1.4,0.1,0.3
sorghum syrup,61.0,15.7,0.0,0.0,0.0,0.0,0.0,0.096,15.7
ranch dressing fat free,17.0,3.7,1.0,0.3,0.088,0.039,0.007,0.1,0.7
caesar dressing low calorie,17.0,2.8,0.3,0.7,0.053,0.028,0.1,0.2,2.4
sweet sour dressing,2.0,0.6,0.0,0.0,0.0,0.082,0.0,0.065,0.6
mayonnaise imitation fat free,13.0,2.5,1.4,0.4,0.3,0.043,0.005,0.1,1.6
sofrito,488.0,11.2,0.0,37.5,3.5,26.4,0.0,2.4,0.0
turkey gravy instant,27.0,3.9,1.6,1.0,0.3,0.8,0.3,0.3,0.5
teriyaki sauce,16.0,2.8,0.0,0.015,0.016,1.1,0.0,0.7,2.5
tomato sauce,59.0,13.0,0.0,0.7,3.7,2.9,0.1,0.083,8.7
barbecue sauce kraft,28.0,6.5,0.0,0.053,0.032,0.1,0.013,0.2,5.2
cranberry sauce sweetened,418.0,107.8,0.0,0.4,2.8,0.6,0.056,0.076,105.0
coleslaw dressing,62.0,3.8,4.2,5.3,0.024,0.1,0.8,0.1,3.2
onion gravy dry,77.0,16.2,0.5,0.7,1.4,2.2,0.4,1.0,0.0
corn syrup light,62.0,16.9,0.0,0.09,0.0,0.0,0.0,0.065,16.9
bacon tomato dressing,49.0,0.3,0.6,5.3,0.04,0.3,0.8,0.1,0.3
pancake syrup,53.0,13.9,0.0,0.075,0.0,0.0,0.025,0.064,8.4
balsamic vinegar,14.0,2.7,0.0,0.0,0.0,0.041,0.0,0.071,2.4
ranch dressing reduced fat,29.0,3.2,2.4,1.9,0.2,0.2,0.2,0.2,0.6
barbecue sauce mcdonalds,46.0,10.3,0.0,0.3,0.4,0.4,0.09,0.3,9.6
vinegar oil dressing,72.0,0.4,0.0,8.0,0.0,0.0,1.5,0.076,0.4
poppyseed dressing,66.0,4.0,2.5,5.5,0.03,0.2,1.0,0.1,3.9
honey mustard dressing,70.0,3.5,4.4,6.1,0.057,0.1,0.8,0.019,2.4
french dressing fat free,21.0,5.1,0.0,0.024,0.4,0.01,0.067,0.1,2.6
vinegar,3.0,0.089,0.0,0.0,0.0,0.0,0.0,0.024,0.063
spray dressing,13.0,1.3,0.0,0.9,0.075,0.07,0.1,0.012,1.1
honey mustard dressing fat free,25.0,5.8,0.2,0.2,0.2,0.2,0.031,0.2,2.7
mushroom gravy,119.0,13.0,0.0,6.4,1.0,3.0,1.0,1.4,0.0
white sauce,368.0,22.9,17.5,26.6,0.5,9.6,7.1,0.9,11.0
marinara pasta sauce,129.0,19.9,5.3,3.9,4.8,3.7,0.4,1.1,14.5
tomato sauce with mushrooms,86.0,20.7,0.0,0.3,3.7,3.6,0.027,1.1,14.1
pork gravy powder,25.0,4.3,0.7,0.6,0.2,0.6,0.3,0.4,1.7
beef gravy,123.0,11.2,7.0,5.5,0.9,8.7,2.7,1.5,0.5
green goddess dressing,64.0,1.1,6.0,6.5,0.094,0.3,0.9,0.1,1.0
salsa con queso,358.0,27.9,22.5,23.8,1.8,7.9,6.2,2.0,4.9
cocktail sauce,19.0,4.2,0.0,0.2,0.3,0.2,0.0,0.2,1.8
worcestershire sauce,13.0,3.3,0.0,0.0,0.0,0.0,0.0,0.2,1.7
barbecue sauce,29.0,6.9,0.0,0.1,0.2,0.1,0.009,0.2,5.7
tomato sauce with onions,103.0,24.4,0.0,0.5,4.4,3.8,0.007,1.3,0.0
brown gravy dry,22.0,3.6,0.2,0.6,0.1,0.6,0.2,0.3,0.0
blue cheese dressing light,14.0,2.1,1.6,0.4,0.0,0.3,0.1,0.2,0.6
spanish tomato sauce,81.0,17.7,0.0,0.7,3.4,3.5,0.007,1.2,0.0
oyster sauce,9.0,2.0,0.0,0.066,0.024,0.2,0.016,0.5,0.0
cheese sauce,30.0,0.8,5.7,2.2,0.071,1.5,1.2,0.002,0.033
hoisin sauce,35.0,7.1,0.5,0.5,0.4,0.5,0.036,0.3,4.4
pickle relish,20.0,5.3,0.0,0.061,0.2,0.097,0.093,0.1,4.4
tomato sauce with herbs cheese,144.0,25.0,7.3,4.7,5.4,5.2,1.5,1.3,0.0
french dressing,73.0,2.5,0.0,7.2,0.0,0.1,0.9,0.1,2.6
mayonnaise hellmanns,15.0,0.087,0.0,1.7,0.0,0.0,0.9,0.0,0.2
canadian maple syrup,76.0,19.1,0.0,0.0,0.0,0.0,0.0,0.086,17.0
maple syrup,52.0,13.4,0.0,0.047,0.0,0.09,0.036,0.059,13.6
barbecue sauce bulls eye,27.0,6.4,0.0,0.1,0.2,0.1,0.028,0.2,5.6
ranch dressing,65.0,0.9,3.9,6.7,0.0,0.2,1.0,0.1,0.7
tomato ketchup mp,15.0,0.2,0.0,0.0,0.0,0.0,4.0,0.0,0.0
mayonnaise light,36.0,1.4,2.4,3.3,0.0,0.032,0.5,0.1,0.5
mayonnaise dressing,103.0,0.066,0.0,11.7,0.0,0.0,1.6,0.081,0.093
malt syrup,67.0,15.0,0.0,0.0,0.0,1.3,0.0,0.05,15.0
gravy dry,86.0,14.5,1.0,2.0,0.0,3.3,0.7,1.4,0.0
cranberry orange relish,490.0,127.1,0.0,0.3,0.0,0.8,0.06,0.063,0.0
caesar dressing,80.0,0.5,5.7,8.5,0.036,0.3,1.3,0.2,0.4
italian dressing,35.0,1.8,0.0,3.1,0.0,0.032,0.4,0.1,1.6
brown gravy instant,25.0,4.0,0.8,0.8,0.2,0.6,0.4,0.3,0.6
roquefort cheese dressing,15.0,0.4,0.2,1.1,0.0,0.8,0.4,0.1,0.4
blue cheese dressing,71.0,0.7,4.7,7.7,0.045,0.2,1.2,0.2,0.5
duck sauce,80.0,19.7,0.0,0.063,0.2,0.1,0.033,0.1,9.9
au jus,38.0,5.9,0.0,0.5,0.0,2.8,0.2,1.1,0.0
corn syrup dark,57.0,15.5,0.0,0.0,0.0,0.0,0.0,0.047,15.5
buttermilk dressing light,30.0,3.2,2.4,1.9,0.2,0.2,0.2,0.2,0.6
cider vinegar,3.0,0.1,0.0,0.0,0.0,0.0,0.0,0.011,0.018
tartar sauce,32.0,2.0,1.1,2.5,0.078,0.2,0.5,0.1,0.6
pepper hot sauce,1.0,0.031,0.0,0.018,0.071,0.024,0.057,0.1,0.065
tomato chili sauce,6.0,1.2,0.0,0.095,0.4,0.2,0.076,0.083,0.6
turkey gravy dry,26.0,4.6,1.0,0.5,0.0,0.7,0.1,0.3,0.0
salsa sauce,5.0,1.2,0.0,0.039,0.3,0.3,0.07,0.1,0.7
steak sauce,16.0,3.7,0.0,0.004,0.3,0.2,0.0,0.3,1.7
molasses,58.0,14.9,0.0,0.068,0.0,0.0,0.052,0.007,14.9
italian dressing fat free,7.0,1.2,0.3,0.1,0.077,0.1,0.099,0.2,1.2
plum sauce,35.0,8.1,0.0,0.2,0.1,0.2,0.094,0.1,0.0
chow mein stir fry master foods,26.0,0.0,0.0,0.2,0.0,0.0,5.5,0.0,0.0
beef gravy instant,25.0,4.1,0.7,0.6,0.3,0.7,0.3,0.3,1.6
horseradish,2.0,0.6,0.0,0.085,0.2,0.003,0.007,0.039,0.4
grenadine,54.0,13.4,0.0,0.0,0.0,0.0,0.0,0.038,9.3
tabasco sauce,1.0,0.006,0.0,0.002,0.013,0.045,0.051,0.075,0.067
sweet sour sauce,26.0,6.7,0.0,0.084,0.065,0.02,0.0,0.024,3.3
salsa verde,6.0,1.0,0.0,0.1,0.3,0.2,0.0,0.034,0.5
miso,40.0,5.1,0.0,1.2,1.1,2.6,0.2,0.7,1.2
sprouted soybean cooked,76.0,6.1,0.0,4.2,0.8,8.0,0.6,0.2,0.4
soy flour roasted,375.0,28.6,0.0,18.6,8.2,29.6,2.7,0.083,6.5
soy flour low fat,330.0,30.7,0.0,7.8,14.1,40.0,1.1,0.085,9.3
green soybean cooked,127.0,9.9,0.0,5.8,3.8,11.1,0.7,0.2,0.0
azumaya tofu vitasoy,316.0,9.1,0.0,16.6,2.4,32.8,2.0,0.03,1.6
soy proteins isolate,96.0,2.1,0.0,1.0,1.6,22.8,0.1,0.3,0.0
tofu yogurt,246.0,41.8,0.0,4.7,0.5,9.2,0.7,0.03,3.2
bacon meatless,446.0,9.1,0.0,42.5,3.7,15.4,6.7,2.1,0.0
meatless chicken fried,304.0,11.1,0.0,16.6,5.6,27.7,1.5,0.5,0.0
soymilk,109.0,8.4,0.0,4.8,1.0,7.1,0.5,0.1,6.1
soy vermicelli,463.0,115.2,0.0,0.1,5.5,0.1,0.092,0.032,24.4
tofu fried,35.0,1.2,0.0,2.6,0.5,2.4,0.4,0.021,0.4
tempeh,320.0,15.6,0.0,17.9,0.0,30.8,3.7,0.068,0.0
koyadofu,81.0,1.7,0.0,5.2,1.2,8.9,0.7,0.081,0.0
meatless meatloaf,110.0,4.5,0.0,5.0,2.6,11.8,0.8,0.3,0.7
soya vanille joghurt alpro,21.0,1.0,0.0,0.6,0.0,0.3,0.1,0.0,0.09
soybean curd cheese,340.0,15.5,0.0,18.2,0.0,28.1,2.6,0.094,3.6
soy sauce,8.0,0.8,0.0,0.054,0.1,1.3,0.025,0.9,0.097
soybean dry roasted,419.0,30.4,0.0,20.1,7.5,36.8,2.9,0.077,0.0
soybean oil,120.0,0.0,0.0,13.6,0.0,0.0,2.1,0.0,0.0
meatless chicken,376.0,6.1,0.0,21.4,6.0,39.7,3.1,1.2,0.0
soybean cooked,296.0,17.1,0.0,15.4,10.3,28.6,2.2,0.075,5.2
soymilk nonfat,68.0,10.1,0.0,0.046,0.5,6.0,0.0,0.1,8.9
soy flour,23.0,1.8,0.0,1.1,0.5,1.8,0.2,0.023,0.4
soybean lecithin oil,104.0,0.0,0.0,13.6,0.0,0.0,2.0,0.0,0.0
tofu raw,188.0,4.7,0.0,11.9,0.7,20.0,1.7,0.06,0.0
soy chips,109.0,15.0,0.0,2.1,1.0,7.5,0.3,0.2,0.5
green soybean raw,376.0,28.3,0.0,17.4,10.8,33.2,2.0,0.017,0.0
soy proteins concentrate,93.0,7.2,0.0,0.1,1.6,18.0,0.04,0.3,0.0
soybean margarine,34.0,0.043,0.0,3.8,0.0,0.052,0.8,0.005,0.0
chocolate soymilk nonfat,107.0,20.7,0.0,0.046,0.5,6.0,0.0,0.1,8.9
okara,93.0,15.3,0.0,2.1,0.0,3.9,0.2,0.07,0.0
meatless meatballs,284.0,11.5,0.0,13.0,6.6,30.2,2.1,0.8,1.8
vanilla soymilk,131.0,15.3,0.0,4.3,1.5,7.9,0.5,0.1,9.7
soy meal raw,414.0,49.0,0.0,2.9,0.0,54.8,0.3,0.017,0.0
soymilk low fat,104.0,17.5,0.0,1.5,1.9,4.0,0.0,0.04,8.5
sprouted soybean raw,85.0,6.7,0.0,4.7,0.8,9.2,0.7,0.005,0.0
soybean raw,830.0,56.1,0.0,37.1,17.3,67.9,5.4,0.023,13.6
tempeh cooked,55.0,2.6,0.0,3.2,0.0,5.1,1.0,0.084,0.0
vanilla soymilk light,83.0,9.4,0.0,2.1,1.5,6.4,0.2,0.2,1.0
chocolate soymilk,153.0,24.2,0.0,3.7,1.0,5.5,0.6,0.1,19.1
soy oil,120.0,0.0,0.0,13.6,0.0,0.0,3.4,0.0,0.0
natto,169.0,11.5,0.0,8.8,4.3,14.2,1.3,0.026,3.9
chrysanthemum raw,12.0,1.5,0.0,0.3,1.5,1.7,0.0,0.012,0.0
gourd cooked,100.0,25.5,0.0,0.6,5.2,1.2,0.035,0.065,9.2
cauliflower raw,3.0,0.6,0.0,0.081,0.3,0.2,0.094,0.042,0.2
red cabbage raw,53.0,12.5,0.0,0.3,3.6,2.4,0.002,0.079,6.5
broccoli raab raw,9.0,1.1,0.0,0.2,1.1,1.3,0.047,0.04,0.2
napa cabbage cooked,13.0,2.4,0.0,0.2,0.0,1.2,0.0,0.012,0.0
kelp,2.0,0.5,0.0,0.067,0.018,0.07,0.037,0.019,0.069
shallots raw,18.0,4.2,0.0,0.061,0.8,0.6,0.041,0.044,2.0
bamboo shoots raw,49.0,9.4,0.0,0.5,4.0,4.7,0.1,0.067,5.4
jute cooked,32.0,6.3,0.0,0.2,1.7,3.2,0.004,0.043,0.9
red lettuce,4.0,0.6,0.0,0.08,0.3,0.4,0.036,0.057,0.1
broccoli cooked,98.0,20.1,0.0,1.1,9.2,6.7,0.2,0.1,3.9
